"Case_Type","Cases","Difference","Date","Province_State","Admin2","Lat","Long"
"Confirmed",0,0,2020-02-09,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-10,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-11,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-12,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-13,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-14,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-15,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-16,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-17,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-18,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-19,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-20,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-21,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-22,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-23,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-24,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-25,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-26,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-27,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-28,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-02-29,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-01,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-02,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-03,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-04,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-05,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-06,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-07,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-08,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-09,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-10,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-11,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-12,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-13,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-14,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-15,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-16,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-17,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-18,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-19,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-20,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-21,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-22,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-23,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-03-24,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",1,1,2020-03-25,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",1,0,2020-03-26,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",1,0,2020-03-27,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",1,0,2020-03-28,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",1,0,2020-03-29,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",1,0,2020-03-30,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",2,1,2020-03-31,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",2,0,2020-04-01,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",2,0,2020-04-02,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",2,0,2020-04-03,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",2,0,2020-04-04,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",3,1,2020-04-05,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",3,0,2020-04-06,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",4,1,2020-04-07,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",4,0,2020-04-08,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",4,0,2020-04-09,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",5,1,2020-04-10,"Colorado","Fremont",38.47362326,-105.4399667
"Confirmed",0,0,2020-01-22,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-01-23,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-01-24,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-01-25,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-01-26,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-01-27,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-01-28,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-01-29,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-01-30,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-01-31,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-01,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-02,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-03,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-04,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-05,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-06,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-07,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-08,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-09,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-10,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-11,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-12,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-13,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-14,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-15,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-16,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-17,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-18,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-19,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-20,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-21,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-22,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-23,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-24,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-25,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-26,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-27,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-28,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-02-29,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-01,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-02,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-03,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-04,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-05,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-06,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-07,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-08,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-09,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-10,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-11,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-12,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-13,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-14,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-03-15,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",1,1,2020-03-16,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",1,0,2020-03-17,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",2,1,2020-03-18,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",2,0,2020-03-19,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",4,2,2020-03-20,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",7,3,2020-03-21,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",8,1,2020-03-22,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",8,0,2020-03-23,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",8,0,2020-03-24,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",10,2,2020-03-25,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",16,6,2020-03-26,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",16,0,2020-03-27,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",16,0,2020-03-28,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",25,9,2020-03-29,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",25,0,2020-03-30,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",33,8,2020-03-31,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",33,0,2020-04-01,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",34,1,2020-04-02,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",43,9,2020-04-03,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",45,2,2020-04-04,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",46,1,2020-04-05,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",47,1,2020-04-06,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",48,1,2020-04-07,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",49,1,2020-04-08,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",49,0,2020-04-09,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",50,1,2020-04-10,"Colorado","Garfield",39.59921777,-107.902708
"Confirmed",0,0,2020-01-22,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-01-23,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-01-24,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-01-25,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-01-26,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-01-27,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-01-28,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-01-29,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-01-30,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-01-31,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-01,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-02,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-03,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-04,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-05,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-06,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-07,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-08,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-09,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-10,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-11,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-12,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-13,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-14,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-15,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-16,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-17,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-18,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-19,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-20,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-21,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-22,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-23,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-24,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-25,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-26,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-27,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-28,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-02-29,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-01,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-02,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-03,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-04,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-05,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-06,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-07,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-08,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-09,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-10,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-11,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-12,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-13,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-14,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-15,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-16,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-17,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-18,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-19,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-20,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-21,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-22,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-23,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-24,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-25,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-26,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-27,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-28,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-29,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-30,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-03-31,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-04-01,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-04-02,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-04-03,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-04-04,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-04-05,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-04-06,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-04-07,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-04-08,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-04-09,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",1,1,2020-04-10,"Colorado","Gilpin",39.85646523,-105.5252597
"Confirmed",0,0,2020-01-22,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-01-23,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-01-24,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-01-25,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-01-26,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-01-27,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-01-28,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-01-29,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-01-30,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-01-31,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-01,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-02,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-03,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-04,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-05,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-06,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-07,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-08,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-09,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-10,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-11,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-12,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-13,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-14,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-15,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-16,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-17,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-18,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-19,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-20,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-21,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-22,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-23,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-24,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-25,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-26,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-27,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-28,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-02-29,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-01,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-02,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-03,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-04,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-05,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-06,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-07,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-08,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-09,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-10,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-11,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-12,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-13,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-14,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-15,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-16,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-03-17,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",1,1,2020-03-18,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",1,0,2020-03-19,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",3,2,2020-03-20,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",2,-1,2020-03-21,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",2,0,2020-03-22,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",2,0,2020-03-23,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",2,0,2020-03-24,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",2,0,2020-03-25,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",2,0,2020-03-26,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",2,0,2020-03-27,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",2,0,2020-03-28,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",2,0,2020-03-29,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",2,0,2020-03-30,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",4,2,2020-03-31,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",4,0,2020-04-01,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",4,0,2020-04-02,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",4,0,2020-04-03,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",4,0,2020-04-04,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",4,0,2020-04-05,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",4,0,2020-04-06,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",4,0,2020-04-07,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",4,0,2020-04-08,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",4,0,2020-04-09,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",4,0,2020-04-10,"Colorado","Grand",40.10603347,-106.1178042
"Confirmed",0,0,2020-01-22,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-01-23,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-01-24,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-01-25,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-01-26,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-01-27,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-01-28,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-01-29,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-01-30,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-01-31,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-01,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-02,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-03,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-04,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-05,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-06,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-07,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-08,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-09,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-10,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-11,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-12,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-13,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-14,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-15,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-16,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-17,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-18,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-19,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-20,"Colorado","Gunnison",38.66611652,-107.0320729
"Confirmed",0,0,2020-02-21,"Colorado","Gunnison",38.66611652,-107.0320729
